tag_number,term,curve,estimate,std.error,statistic,p.value
156,max,Intercept,0.5745843445144678,0.013525911981944985,42.480266416153654,1.363931691248525e-7
156,ED50,Intercept,36.048173914009794,0.09648172173603506,373.6269758186345,2.6066058590535766e-12
157,hill,Intercept,49.54855736307941,5.646214590273619,8.775535639122468,3.186653396869971e-4
157,max,Intercept,0.5776830171453389,0.012311870899184467,46.920815030931195,8.30548266319612e-8
157,ED50,Intercept,36.10175073650194,0.09063283093283894,398.32972626943746,1.892658705085972e-12
162,hill,Intercept,75.35928944921031,10.054090143343087,7.4953862930209,6.681619679182811e-4
162,max,Intercept,0.5837260375109868,0.013027259159948458,44.80804675365776,1.0452231086558169e-7
162,ED50,Intercept,35.50201942003391,0.07732713296031853,459.1146478720769,9.303902386901085e-13
164,hill,Intercept,70.68428532953139,7.895287980787488,8.95271781112172,2.898405666407999e-4
164,max,Intercept,0.5774006211816415,0.010557732596833605,54.68983192042684,3.865595843874661e-8
164,ED50,Intercept,35.639517455342464,0.0647675136772549,550.268420568665,3.7617037475384926e-13
165,hill,Intercept,55.840266377557136,7.795482932620133,7.163156774276807,8.243626682404126e-4
165,max,Intercept,0.5773976374756509,0.01579474465387022,36.556313516228315,2.8841393183611744e-7
165,ED50,Intercept,35.59273033638685,0.1060913707493037,335.49128534207813,4.465337608140601e-12
167,hill,Intercept,66.02406773338099,9.57847611376858,6.892961568121957,9.840316644656663e-4
167,max,Intercept,0.5672991725400066,0.013894211163213255,40.82989425423485,1.6619786121758666e-7
167,ED50,Intercept,36.23147573026681,0.0962721142448248,376.34444838438213,2.51393131502676e-12
168,hill,Intercept,61.40364253314546,14.425934397926719,4.256475930042377,0.00804188401372002
168,max,Intercept,0.5858936222585057,0.022402368037417724,26.153200468803675,1.5272166475865088e-6
168,ED50,Intercept,35.410696153014214,0.13663979103625412,259.153617584345,1.623493020341223e-11
169,hill,Intercept,49.12488031897119,3.443435936576049,14.266239077419307,3.0490266607870554e-5
169,max,Intercept,0.5896426064153631,0.009037413192051817,65.24462187188026,1.6013556461793334e-8
169,ED50,Intercept,35.59142775467948,0.0625942327534037,568.605543818957,3.1931297551105553e-13
174,hill,Intercept,46.87644016963257,5.55248259610324,8.442429014100952,3.826500997093052e-4
174,max,Intercept,0.5669362289252092,0.014959168284565462,37.898913772509765,2.4095496285016453e-7
174,ED50,Intercept,35.24958866729481,0.10402501672561561,338.8568421024323,4.247955608924153e-12
175,hill,Intercept,65.85398053194413,4.351256327255749,15.134475098477347,2.2822535330713995e-5
175,max,Intercept,0.5846647471043027,0.006601766266190666,88.56186716250778,3.4791804624393084e-9
175,ED50,Intercept,35.757240459012195,0.04166185003952552,858.2729865593705,4.0805107663600676e-14
178,hill,Intercept,47.62547405311925,2.898992810132029,16.428282914903207,1.5249469722456914e-5
178,max,Intercept,0.5844933287338777,0.007692574739982814,75.98149494679899,7.48098924168611e-9
178,ED50,Intercept,35.76044961692392,0.05539748206703974,645.5248195874337,1.6926283686492878e-13
179,hill,Intercept,98.16263976221273,21.608316878871292,4.5428174860854895,0.006152804320182813
179,max,Intercept,0.5647270033857378,0.015127757387792356,37.33051693712747,2.5980685429562447e-7
179,ED50,Intercept,35.662405810383476,0.08423056017168332,423.39034357238535,1.3949404232600385e-12
181,hill,Intercept,45.59182965119233,14.181808096686018,3.2148107871975897,0.023601759241096386
181,max,Intercept,0.5685305394563512,0.033387743571844715,17.028121059842537,1.2780708780672613e-5
181,ED50,Intercept,35.35722393900688,0.22636509458442286,156.19556541576424,2.040655928710021e-10
183,hill,Intercept,67.59590431733301,9.972798186659611,6.778027896699498,0.001062884585909992
183,max,Intercept,0.5606309406711038,0.014166765402441314,39.57367294121296,1.9422513128453312e-7
183,ED50,Intercept,35.2433484848615,0.08601405904874365,409.7393946365129,1.6433651929561346e-12
